id	src_audio	src_n_frames	tgt_audio	tgt_n_frames
7726	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7726.wav	146	71 40 93 86 24 61 43 74 27 65 95 23 42 44 80 18 6 15 41 84 63 22 63 72 20	25
2213	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2213.wav	181	71 40 63 93 52 25 73 16 50 77 69 19 65 77 3 99 82 11 64 37 94 32 64 74 27 2 21 15 41 84 63 22 63 22 72 20	36
9976	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9976.wav	183	71 40 63 93 70 48 46 30 25 30 44 85 94 88 81 83 84 63 22 72 20	21
286	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/286.wav	175	71 40 63 78 33 14 76 9 74 27 89 6 15 7 23 73 19 90 35 68 91 43 74 2 31 41 83 63 22 72 20	31
4070	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4070.wav	278	71 93 63 31 45 53 19 35 73 74 27 89 78 33 24 61 46 30 1 65 3 52 23 73 16 80 82 73 62 1 66 31 87 91 43 2 63 89 41 83 72 63 22 72 22 63 72 20	48
10151	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10151.wav	178	71 40 93 63 86 97 74 27 47 76 44 80 85 73 65 3 24 13 58 17 19 81 83 63 22 63 72 20	28
5736	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5736.wav	280	71 63 93 52 25 73 16 50 69 16 3 99 92 82 73 6 3 24 13 58 32 16 77 73 16 77 75 33 24 46 79 42 74 2 63 2 15 41 83 72 63 22 72 20	44
11533	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11533.wav	190	71 63 93 3 52 25 97 74 27 78 52 25 38 16 50 10 37 40 63 86 91 43 74 27 89 6 15 7 23 62 1 85 53 1 66 18 26 48 46 30 16 50 19 90 35 42 11 81 83 84 63 22 72 20	54
401	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/401.wav	332	71 93 63 82 87 73 90 35 94 32 87 17 68 43 16 3 23 73 99 82 73 62 1 74 27 31 59 33 61 43 74 2 63 3 59 33 94 38 44 85 19 74 27 47 59 33 35 69 1 21 23 44 80 18 66 77 11 98 0 79 97 81 83 72 20	65
71	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/71.wav	167	71 40 63 93 75 33 9 85 5 79 81 10 83 84 63 22 56 72 20	19
5999	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5999.wav	191	71 40 63 86 73 16 77 87 94 53 97 90 35 73 16 66 77 47 19 65 27 63 3 33 35 68 9 1 66 89 87 42 44 80 18 6 15 41 83 84 63 22 72 20	44
6994	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6994.wav	332	71 12 63 93 82 73 16 50 26 87 91 13 91 43 74 2 21 95 41 10 84 40 63 47 52 30 62 65 6 15 7 87 68 38 44 18 27 31 23 37 27 86 91 43 6 15 41 10 63 93 14 76 62 29 28 92 26 24 61 43 85 3 77 87 91 17 81 42 81 80 18 27 31 41 83 84 63 96 55 39 72 40 63 93 70 52 25 91 43 2 63 47 15 7 5 30 74 21 23 5 30 52 25 17 68 44 80 82 73 1 31 87 24 61 43 27 89 98 11 16 50 42 44 74 2 31 41 72 20	129
79	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/79.wav	232	71 40 63 31 59 33 94 32 37 68 44 18 85 5 30 65 6 36 15 49 92 63 78 48 46 30 37 27 86 91 43 74 27 89 6 15 92 31 59 11 64 81 83 63 72 63 72 20	48
3049	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3049.wav	165	71 40 63 93 3 77 52 30 65 6 36 15 92 90 35 24 68 61 81 83 63 72 20	23
11091	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11091.wav	236	71 12 63 93 15 7 53 88 18 89 78 19 6 15 92 31 87 68 9 16 74 27 47 76 97 16 77 52 30 65 3 77 24 68 80 18 65 6 95 23 87 42 44 80 81 83 72 22 72 20	50
5705	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5705.wav	238	71 40 93 63 93 52 25 73 16 50 69 16 77 99 82 11 64 37 94 32 65 6 15 7 23 73 16 3 99 92 63 78 33 35 68 42 16 1 66 27 47 6 15 49 41 84 72 20	48
6762	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6762.wav	300	71 63 78 52 25 32 53 85 62 74 27 31 59 33 91 43 6 15 92 63 78 90 35 68 42 43 6 15 92 31 41 83 72 63 72 22 72 20	38
1890	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1890.wav	193	71 40 63 78 33 14 76 11 45 64 80 85 53 73 16 77 6 15 92 63 77 87 94 32 42 1 66 2 15 41 84 72 22 63 72 20	36
4286	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4286.wav	415	71 63 93 75 33 17 68 19 16 3 24 13 58 17 19 74 27 47 52 30 65 6 15 7 87 68 38 44 80 18 31 87 37 86 91 43 6 15 41 83 84 63 22 40 63 40 93 47 52 30 62 65 6 15 7 87 38 44 80 18 27 31 37 27 37 86 91 43 6 15 41 10 63 93 26 24 61 43 74 2 3 77 87 91 17 42 81 18 31 41 83 84 63 22 63 22 72 20	98
1188	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1188.wav	176	71 40 63 93 26 53 69 99 16 3 28 77 98 53 42 69 97 81 83 63 22 72 20	23
2270	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2270.wav	430	71 40 63 47 33 35 53 32 64 65 6 15 92 82 62 6 15 7 53 65 74 27 89 6 15 7 23 73 16 77 66 27 31 87 24 13 58 16 50 77 42 44 80 18 6 15 28 92 26 87 91 43 74 89 2 15 92 31 23 99 82 73 3 24 13 58 32 16 77 73 16 99 27 31 87 24 13 58 16 50 42 80 81 6 15 41 84 63 72 63 72 20	92
439	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/439.wav	198	71 93 29 15 28 45 53 0 30 25 24 17 97 19 81 83 84 63 40 63 93 15 28 7 87 53 0 30 25 91 17 97 81 83 84 72 22 72 20	39
3436	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3436.wav	201	71 40 93 63 93 82 53 62 1 74 27 31 59 53 69 97 14 76 73 16 77 99 27 78 33 35 68 42 16 1 66 47 29 15 41 83 84 63 72 20	40
10182	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10182.wav	172	71 40 93 77 76 30 29 28 23 87 42 44 80 81 83 84 63 22 72 20	20
3523	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3523.wav	408	71 12 63 93 70 14 76 68 9 99 82 5 30 48 46 30 44 80 26 24 61 43 74 2 27 31 23 37 86 38 44 85 73 16 50 87 53 32 74 27 63 89 78 33 24 46 30 1 66 50 69 97 81 77 99 15 41 72 20	59
6676	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6676.wav	203	71 40 63 47 3 52 25 97 16 1 66 78 52 25 38 16 18 85 23 62 74 27 31 59 33 91 13 91 43 74 27 21 49 92 84 31 41 83 84 72 63 22 63 72 20	45
4099	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4099.wav	236	71 93 63 86 68 44 18 85 5 30 65 6 15 49 60 92 63 78 48 46 30 74 27 78 33 61 68 44 18 27 31 59 33 87 91 38 42 18 2 15 41 84 72 22 72 22 72 20	48
9353	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9353.wav	252	71 12 63 93 95 7 87 97 19 90 35 13 58 32 80 50 24 46 30 74 27 89 5 79 65 6 15 41 83 84 63 72 22 72 20	35
9297	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9297.wav	185	71 12 63 93 98 69 62 29 28 60 52 30 25 16 77 53 62 29 21 28 23 44 80 18 6 15 92 90 35 91 43 6 95 92 63 31 59 33 91 13 58 42 1 66 27 89 41 83 63 96 55 83 72 63 72 20	56
797	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/797.wav	327	71 93 63 82 87 73 90 35 94 32 87 17 68 43 16 3 52 30 99 82 73 66 27 47 24 61 9 85 23 73 16 50 18 27 3 59 75 33 38 44 85 19 74 27 63 47 59 35 69 1 21 28 23 44 80 18 66 77 11 98 0 42 79 97 81 83 72 63 72 22 72 20	72
10531	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10531.wav	200	71 40 63 93 15 36 7 92 50 24 46 30 1 85 37 86 53 44 80 18 31 87 38 44 18 27 31 59 94 32 64 65 6 95 23 42 80 81 83 63 72 63 22 72 20	45
3881	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3881.wav	293	71 40 71 93 63 93 50 69 16 3 77 76 73 68 37 24 61 68 44 18 27 31 23 99 82 11 64 37 94 32 1 85 73 16 3 99 27 63 78 33 35 68 42 16 1 27 2 6 15 41 83 72 20	53
639	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/639.wav	147	71 40 63 93 6 15 7 87 24 13 58 32 29 6 15 41 84 63 96 55 4 72 20	23
8935	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8935.wav	181	71 93 63 93 26 87 97 19 74 27 47 52 24 61 9 1 21 87 9 43 74 27 78 99 90 35 97 9 1 85 42 1 66 41 83 84 63 22 72 20	40
8462	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8462.wav	307	71 40 63 47 3 52 25 68 9 43 6 15 7 53 88 18 27 31 59 33 13 91 9 16 27 77 87 53 44 80 18 31 87 42 81 2 15 41 84 72 63 22 63 72 20	45
9643	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9643.wav	178	71 40 63 93 15 7 73 90 35 9 43 74 2 63 31 23 53 44 80 85 37 86 53 16 50 77 53 62 1 21 95 3 77 24 13 58 17 19 81 83 72 63 22 63 22 72 20	47
9958	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9958.wav	246	71 40 93 63 86 53 44 80 18 6 15 49 92 31 87 24 51 19 81 83 84 63 22 72 20	25
9833	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9833.wav	310	71 12 93 15 7 45 64 65 6 15 92 90 35 91 43 65 6 95 49 15 7 11 45 64 74 27 47 59 33 35 68 9 65 6 15 92 63 47 59 33 35 24 68 43 6 15 92 90 35 24 91 43 65 6 95 92 40 63 21 87 24 61 16 77 68 62 29 6 15 92 90 35 91 43 65 21 95 60 92 63 77 24 61 51 19 90 35 42 81 83 72 63 72 20	94
3734	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3734.wav	166	71 40 63 93 47 33 52 30 65 6 36 15 7 87 68 38 44 80 18 27 31 23 87 53 42 1 74 27 21 95 41 83 84 63 22 63 22 72 20	39
7624	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7624.wav	222	71 12 93 15 7 73 90 35 68 9 43 74 2 27 31 23 87 68 44 18 85 5 30 65 6 15 49 92 63 78 48 46 30 37 24 51 19 81 83 84 63 22 72 20	44
10770	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10770.wav	271	71 63 93 89 59 33 38 9 44 26 24 61 43 74 2 27 89 23 44 18 66 3 77 53 1 89 98 5 30 74 27 47 52 24 61 68 9 1 21 95 87 42 91 43 74 2 31 84 63 96 55 39 67 54 63 93 50 26 53 62 6 15 7 23 53 88 18 27 89 23 44 18 3 77 53 1 89 5 30 65 6 15 49 92 27 78 52 25 9 16 74 2 63 31 23 37 86 53 44 80 18 66 47 52 30 65 6 15 7 87 91 38 44 80 18 31 37 91 43 6 15 41 84 72 22 72 20	127
10330	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10330.wav	183	71 40 63 93 70 48 46 30 25 44 80 85 94 88 81 83 84 63 22 72 20	21
6156	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6156.wav	362	71 93 63 86 46 30 25 98 69 65 6 95 7 87 5 30 9 99 82 87 9 74 98 64 1 27 31 98 69 80 26 87 24 61 19 60 70 14 68 44 80 85 73 19 90 35 24 61 43 1 66 50 87 91 9 43 6 15 7 23 53 42 1 63 21 95 41 83 63 22 63 72 20	73
11425	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11425.wav	302	71 12 86 38 44 80 18 27 31 59 5 30 62 99 82 73 65 3 24 13 58 17 19 90 26 94 32 42 81 16 81 83 63 22 63 22 72 40 93 63 82 11 45 53 32 74 89 6 15 36 15 92 31 87 68 44 18 21 95 23 53 44 80 60 14 19 1 66 47 11 45 64 37 91 9 85 87 53 9 85 73 74 27 78 33 48 46 30 85 88 18 27 31 23 99 82 62 74 27 31 59 33 13 58 32 81 2 63 3 41 83 72 22 72 22 72 20	117
4826	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4826.wav	198	71 12 72 93 3 77 24 13 58 9 16 77 73 16 77 66 27 31 87 24 13 58 32 16 50 42 44 80 18 6 15 41 84 63 22 63 22 72 20	39
6942	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6942.wav	151	71 40 63 86 91 43 74 27 89 65 95 23 42 44 80 18 6 15 41 83 84 63 22 63 22 72 20	27
9569	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9569.wav	146	71 40 93 66 50 77 11 45 64 1 31 11 64 87 38 17 68 16 80 81 83 63 22 72 20	25
7619	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7619.wav	386	71 63 93 15 36 7 87 94 32 64 16 77 99 82 73 74 27 78 33 30 44 65 16 3 77 24 13 58 17 19 70 14 76 62 99 82 23 62 1 66 27 31 87 53 73 65 3 52 25 44 74 2 26 94 32 42 16 81 83 72 22 63 22 72 20	65
6743	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6743.wav	278	71 12 63 93 3 77 87 94 32 53 17 19 1 66 27 31 23 62 74 89 78 52 25 11 64 32 94 32 64 74 2 15 92 90 35 91 43 6 95 10 37 63 86 97 65 74 27 47 76 44 80 18 3 24 13 58 17 19 81 83 84 72 22 72 20	65
10966	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10966.wav	367	71 63 93 89 59 69 1 85 80 18 74 27 31 59 45 64 65 3 77 24 13 58 32 44 80 18 31 23 74 27 78 33 90 35 38 88 37 86 38 44 80 85 19 35 13 58 29 28 5 79 83 27 96 55 39 67 54 63 93 59 90 35 45 64 65 6 15 36 92 21 59 87 91 9 43 74 27 89 23 53 62 74 3 77 53 1 85 53 62 29 28 23 44 80 18 6 15 49 92 31 87 24 51 19 1 27 31 41 10 96 55 67 54 63 86 38 44 18 31 85 53 62 99 3 99 82 73 74 63 47 59 33 91 61 68 9 16 99 15 7 87 24 46 30 74 27 89 23 44 80 18 66 3 77 53 1 89 5 30 1 85 74 27 78 33 52 25 68 43 74 27 78 90 35 11 64 37 53 44 80 82 73 16 27 47 52 25 68 43 3 52 25 44 18 6 15 7 23 42 29 15 41 84 72 22 63 72 20	208
10374	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10374.wav	312	71 93 63 86 9 1 66 21 95 23 62 44 80 26 87 0 30 25 53 65 74 27 89 15 7 90 35 53 16 66 31 87 24 61 43 74 27 89 87 91 61 43 16 2 27 3 90 35 42 74 63 31 41 72 22 72 22 72 20	59
6624	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6624.wav	196	71 63 93 86 97 74 27 47 76 53 44 80 26 68 44 80 18 85 5 65 6 36 15 49 92 63 27 78 48 46 30 70 52 25 11 64 65 6 15 7 87 42 44 80 18 2 31 41 83 63 84 22 63 22 72 20	56
8170	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8170.wav	365	71 12 63 93 70 14 76 68 9 99 82 5 30 1 31 23 62 1 85 62 6 15 49 92 63 77 90 35 94 32 60 90 35 13 58 32 44 80 18 50 24 46 30 74 27 89 5 30 74 27 47 59 33 53 74 2 15 92 63 47 24 68 43 3 99 6 15 41 84 72 22 72 22 72 20	75
6428	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6428.wav	307	71 93 63 89 87 97 65 74 27 31 59 60 69 76 73 16 74 63 47 52 30 65 74 27 31 36 59 53 74 89 98 53 90 35 5 30 90 35 24 13 58 32 44 85 53 44 80 82 11 64 87 91 9 1 85 42 1 85 5 79 81 83 72 22 72 20	66
9813	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9813.wav	138	71 40 71 40 63 27 31 59 33 9 74 89 6 15 36 92 31 87 24 97 51 19 80 18 90 35 11 64 81 83 84 72 20	33
1205	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/1205.wav	380	71 12 63 93 75 33 13 58 9 90 35 58 32 64 74 2 3 63 3 77 48 46 30 85 5 30 74 27 89 78 33 68 19 90 35 5 79 81 83 72 22 72 20	43
7620	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7620.wav	206	71 40 63 78 59 90 35 97 62 29 28 87 24 51 19 81 83 84 63 22 63 22 72 20	24
3933	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3933.wav	221	71 63 86 38 44 80 85 37 91 38 68 16 18 2 27 31 23 45 64 65 3 77 87 24 17 68 44 18 31 85 94 32 65 6 95 23 42 80 81 83 84 72 20	43
4221	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4221.wav	172	71 40 63 93 3 48 46 30 79 81 83 84 83 84 63 72	16
5474	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5474.wav	233	71 40 71 40 63 31 59 33 91 38 9 44 80 85 73 16 3 77 75 33 24 46 79 65 74 2 27 63 2 15 41 84 72 20	34
2693	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2693.wav	383	71 63 93 50 77 69 65 3 77 87 73 68 37 61 68 44 18 31 59 23 60 14 76 44 85 37 63 86 91 38 44 18 2 27 31 23 11 45 64 1 27 31 59 33 91 16 27 99 90 35 97 65 6 15 92 90 35 24 61 43 42 74 63 31 41 83 84 63 72 22 72 20	72
9938	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9938.wav	260	71 40 63 31 59 33 9 43 74 2 6 15 92 31 59 23 5 30 52 25 68 38 44 80 18 31 85 5 79 81 83 84 72 63 72 20	36
10992	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10992.wav	195	71 93 63 27 78 33 30 44 85 19 65 6 15 7 87 53 74 27 66 26 87 24 51 19 29 6 15 41 83 84 63 22 63 22 72 20	36
10415	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10415.wav	233	71 93 63 93 52 73 65 74 27 3 33 35 94 32 65 6 15 92 26 87 91 43 74 2 89 15 92 60 50 87 24 91 13 43 74 27 2 21 95 41 83 63 22 72 20	45
10311	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/10311.wav	210	71 40 63 86 68 44 80 85 5 65 6 15 49 60 92 63 78 48 46 30 1 66 27 78 52 25 69 16 66 27 66 26 94 32 42 16 81 83 63 22 63 22 72 20	44
6145	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6145.wav	268	71 40 71 63 93 52 76 73 90 35 11 45 64 65 6 15 92 31 59 33 91 13 43 42 1 27 89 10 83 84 72 63 72 20	34
661	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/661.wav	142	71 40 63 89 78 33 24 51 19 35 68 16 80 18 6 15 41 83 84 63 22 72 20	23
4430	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4430.wav	348	71 93 63 93 50 69 16 3 77 24 68 37 24 61 68 44 18 31 23 99 1 82 87 73 30 52 25 62 29 28 87 5 79 81 3 41 83 72 63 72 22 72 20	43
7840	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7840.wav	192	71 40 63 78 33 30 25 38 44 80 18 66 2 27 63 3 24 68 43 65 3 77 5 79 81 83 84 63 22 72 20	31
5799	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5799.wav	371	71 93 63 93 50 77 69 16 65 77 6 15 7 87 68 16 18 2 27 82 23 53 88 87 24 61 68 44 18 66 31 59 23 60 76 44 85 37 27 86 91 38 16 18 66 2 63 31 11 45 64 60 52 25 62 29 28 7 87 5 79 65 3 41 84 72 22 63 72 20	70
9310	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9310.wav	207	71 40 71 63 86 9 74 27 31 59 33 91 13 91 9 74 21 95 92 31 23 73 16 74 27 3 52 25 24 61 43 6 15 7 87 68 42 43 6 15 41 83 84 63 72 22 72 22 72 20	50
9247	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9247.wav	252	71 12 93 15 7 73 90 35 9 43 74 2 31 23 73 1 66 27 3 77 87 53 87 17 19 1 66 27 31 23 5 52 25 24 43 74 2 63 31 5 30 25 11 64 81 83 63 22 63 72 20	51
4852	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4852.wav	210	71 40 63 93 3 24 13 58 9 16 99 77 76 73 62 6 36 15 49 92 63 77 87 94 32 64 1 27 2 15 41 83 84 72 22 72 20	37
7250	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7250.wav	1616	71 40 71 40 63 93 50 24 61 68 9 1 21 95 23 5 60 14 48 51 19 29 6 15 41 83 63 22 72 20	30
7417	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/7417.wav	185	71 40 72 93 47 52 24 68 61 43 6 15 7 87 9 43 6 15 7 87 9 74 89 15 7 23 73 1 85 87 42 1 85 81 10 83 63 22 72 20	40
11178	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11178.wav	178	71 40 63 93 82 76 97 73 65 74 27 78 60 50 24 46 79 65 74 27 89 6 15 41 84 63 22 72 20	29
9815	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9815.wav	212	71 40 63 31 53 73 16 77 87 17 19 35 73 74 27 3 77 52 30 25 44 80 26 94 32 42 16 81 83 22 63 22 72 20	34
8138	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8138.wav	157	71 40 63 93 50 87 38 68 16 50 77 5 30 25 11 64 81 83 84 63 22 72 20	23
150	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/150.wav	176	71 40 63 31 36 59 33 68 43 16 74 2 63 27 59 94 38 44 80 85 24 19 81 83 84 72 20	27
9267	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9267.wav	251	71 93 63 93 82 87 53 97 19 74 31 28 75 33 51 19 16 74 27 47 52 24 61 9 1 21 87 91 43 74 2 63 31 41 84 72 20	37
6330	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/6330.wav	187	71 40 71 93 86 68 44 18 85 5 62 65 6 15 49 92 63 78 48 46 30 1 27 89 87 97 65 74 27 31 59 53 0 42 97 81 83 72 63 72 20	41
11130	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11130.wav	136	71 40 93 3 52 25 94 32 64 42 16 80 81 83 84 63 84 22 72 20	20
5903	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5903.wav	300	71 93 63 93 31 45 53 17 19 16 26 69 65 74 27 78 33 24 61 46 30 62 1 66 15 36 49 60 3 52 73 16 80 82 73 1 66 31 87 91 43 2 63 89 41 83 84 72 20	49
4034	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4034.wav	161	71 40 71 40 63 86 53 62 1 74 2 6 15 7 87 68 17 19 65 6 3 41 83 84 63 84 22 72 20	29
5105	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5105.wav	371	71 40 63 93 98 69 48 46 30 65 6 36 15 7 87 5 30 74 27 21 23 88 18 65 3 52 30 25 42 62 99 3 27 3 99 60 52 25 11 32 64 81 83 72 22 72 20	47
8492	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8492.wav	197	71 40 63 47 3 52 24 61 9 1 21 95 87 9 74 2 31 23 62 6 15 7 62 6 15 49 92 31 87 42 80 18 2 27 31 41 83 84 63 22 63 72 20	43
9371	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/9371.wav	126	71 40 63 93 75 33 17 97 19 16 74 2 27 31 3 41 10 83 84 22 72	21
5480	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5480.wav	213	71 40 63 93 99 60 52 25 11 53 62 73 65 6 15 49 92 27 47 77 94 32 64 1 66 2 15 41 84 72 20	31
174	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/174.wav	208	71 93 86 91 9 1 66 27 3 77 76 73 16 74 27 78 60 50 24 46 79 65 74 2 63 89 41 83 84 63 22 63 22 72 20	35
2232	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2232.wav	412	71 40 63 47 59 33 35 76 53 32 65 6 15 92 82 73 3 48 46 30 25 73 16 3 99 27 63 78 33 90 35 24 61 68 16 66 47 29 15 92 26 87 91 43 74 89 6 15 92 63 31 23 99 82 73 62 99 3 99 60 52 25 11 32 53 73 16 77 99 63 78 33 35 24 68 61 68 42 16 1 66 2 77 15 41 84 72 20	88
8083	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8083.wav	185	71 63 86 24 46 30 1 27 89 53 16 50 77 42 80 18 2 15 41 84 63 22 63 22 72 20	26
8387	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8387.wav	205	71 40 63 93 26 87 97 19 90 35 53 16 50 77 87 38 42 74 27 31 15 41 83 84 63 22 72 20	28
4255	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4255.wav	187	71 40 63 78 33 70 14 76 11 45 64 80 85 53 73 16 77 66 27 31 87 24 13 58 32 16 50 77 42 44 80 18 15 41 84 63 22 63 22 72 20	41
5221	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/5221.wav	223	71 12 93 6 15 36 92 31 87 24 61 43 74 27 89 78 52 25 73 16 50 77 94 11 32 64 80 85 42 88 81 83 63 40 63 40 63 86 94 32 81 83 84 72 20	45
11001	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/11001.wav	161	71 40 93 15 49 92 31 87 24 61 43 16 2 27 47 41 83 84 63 22 63 22 72 20	24
8076	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/8076.wav	242	71 93 63 93 82 73 74 27 47 59 53 74 89 6 15 92 63 47 87 24 68 43 3 2 27 31 59 23 5 30 52 25 24 68 38 44 80 18 85 5 79 81 83 84 72 22 72 63 72 20	50
4556	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/4556.wav	188	71 63 93 52 25 73 16 50 77 69 16 77 99 82 53 62 1 74 27 31 59 33 91 38 42 44 80 18 29 15 41 83 84 63 22 72 20	37
3047	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/3047.wav	158	71 40 93 63 86 73 90 35 53 16 50 77 53 44 80 85 94 32 85 5 79 81 83 84 63 22 72 20	28
2794	/teamspace/studios/this_studio/lastchance/SRC_AUDIO/train/2794.wav	298	71 93 63 93 52 25 73 44 50 26 50 69 16 3 99 82 11 64 37 27 63 37 94 32 64 85 37 86 73 16 77 75 33 24 46 79 42 74 2 63 2 15 36 49 41 83 72 63 22 72 20	51
